title,url,category,filetype,slide_count,publishing_consultancy,description
"Business Process Maturity Model (BPMM) Series: Managed",https://flevy.com/browse/flevypro/business-process-maturity-model-bpmm-series-managed-4311,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Business Process Maturity Model (BPMM) PPTX: Learn key process maturity stages and frameworks. Download this detailed BPMM series slide deck to manage and improve processes."
"Key Performance Indicator (KPI) Strategies: Part 2",https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-2-4006,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Explore advanced KPI strategies developed by ex-McKinsey & Big 4 consultants. Enhance growth and alignment with actionable insights and templates."
"Sustainability-based Management Primer",https://flevy.com/browse/flevypro/sustainability-based-management-primer-5109,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Explore our Sustainability-Based Management Primer, crafted by ex-McKinsey and Big 4 consultants. Gain insights on integrating sustainability for enhanced performance."
"Banking Transformation: Process Excellence",https://flevy.com/browse/flevypro/banking-transformation-process-excellence-3145,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Business process management in banking PPT: Learn banking transformation, digital banking models, and strategic planning. Download this process excellence presentation now."
"Post-merger Integration (PMI): Roles & Responsibilities",https://flevy.com/browse/flevypro/post-merger-integration-pmi-roles-and-responsibilities-4061,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Explore our PMI framework, crafted by ex-McKinsey and Big 4 consultants. This PPT outlines key roles, strategic planning, and synergy capture for successful integrations."
"BIZBOK Business Architecture Framework",https://flevy.com/browse/flevypro/bizbok-business-architecture-framework-2699,"Operational Excellence",PowerPoint,23,"PPT Lab","BIZBOK Business Architecture Framework PPT: Learn key concepts of business architecture, enterprise frameworks & Bizbok guide. Download the expert template now."
"Post-merger Integration (PMI): 4 Key Imperatives",https://flevy.com/browse/flevypro/post-merger-integration-pmi-4-key-imperatives-2929,"Operational Excellence",PowerPoint,21,"LearnPPT Consulting","Explore essential PMI strategies from ex-McKinsey & Big 4 consultants. This PPT covers 4 imperatives for successful M&A integration and includes practical templates."
"PowerPoint Template for Improvement Recommendations",https://flevy.com/browse/marketplace/powerpoint-template-for-improvement-recommendations-3462,"Operational Excellence",PowerPoint,19,"Clarity First ","Recommendations slide template PPTX for clear, professional improvement presentations. Get ready-to-use slides to showcase actionable business recommendations. Download now."
"Industry 4.0 Transformation",https://flevy.com/browse/flevypro/industry-4-0-transformation-2856,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Industry 4.0 PPT: Learn key technologies, manufacturing & automotive applications, and digital transformation strategies. Download this expert Industry 4.0 presentation now."
"Equipment Rental Financial Model",https://flevy.com/browse/marketplace/equipment-rental-financial-model-6550,"Operational Excellence",Excel,,"Jason Varner | SmartHelping","This financial model was crafted by a Financial Modeler and Accountant with over 10+ years of global experience. He has served 750+ clients, from small family offices to billion-dollar corporations, across a multitude of industries."
"Quality Circles",https://flevy.com/browse/marketplace/quality-circles-6052,"Operational Excellence",PowerPoint,103,"Operational Excellence Consulting","Developed by a seasoned Management Consultant &#40;ex-Microsoft and IBM&#41;, this comprehensive presentation is your pathway to achieving business excellence through Total Quality Management."
"Total Productive Maintenance &#40;TPM&#41;",https://flevy.com/browse/marketplace/total-productive-maintenance-tpm-3409,"Operational Excellence",PowerPoint,74,"Nishil Josh","Total Productive Maintenance (TPM) PPT: Learn TPM pillars, Jishu Hozen 7 steps, and training material. Download this detailed presentation now."
"Kaizen Workshop Planning Checklist &#40;Before & After&#41;",https://flevy.com/browse/marketplace/kaizen-workshop-planning-checklist-before-and-after-7996,"Operational Excellence",Excel,,"AM Consultancy","Developed by a former senior Operations direction who has worked for a number of large US Corporations.   This document is a ready to use and will allow you to instantly understand and action the steps required to conduct a Kaizen workshop."
"Sales and Operations Planning &#40;S&OP&#41; Toolkit",https://flevy.com/browse/marketplace/sales-and-operations-planning-sandop-toolkit-7370,"Operational Excellence",PowerPoint,209,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Sales and Operations Planning Initiatives."
"ISO 9001:2015 &#40;QMS&#41; - Understand the Standard &#40;with notes&#41;",https://flevy.com/browse/marketplace/iso-90012015-qms-understand-the-standard-with-notes-5162,"Operational Excellence",PowerPoint,95,"Quality Professionals Group","Explore ISO 9001:2015 with this comprehensive 94-slide PPT by an experienced Lead Auditor. Master QMS requirements, implementation, and training strategies."
"TPM: Autonomous Maintenance &#40;Jishu Hozen&#41;",https://flevy.com/browse/marketplace/tpm-autonomous-maintenance-jishu-hozen-606,"Operational Excellence",PowerPoint,175,"Operational Excellence Consulting","Developed by a renowned JIPM-certified TPM Instructor with extensive experience at industry leaders like Micron, Analog Devices and Continental, this comprehensive presentation is your key to streamlined TPM implementation success."
"Kaizen Planning and Chartering Tool",https://flevy.com/browse/marketplace/kaizen-planning-and-chartering-tool-5498,"Operational Excellence",Excel,,FranklinGood,"Kaizen format in Excel: Get the Kaizen Planning and Chartering Tool (XLSX) with templates for reports, action plans, trackers, and event sheets. Download now."
"Kamishibai Boards",https://flevy.com/browse/marketplace/kamishibai-boards-5512,"Operational Excellence",PowerPoint,20,FranklinGood,"Kamishibai board template PPTX for lean audits and visual management. Get ready-to-use digital Kamishibai boards to streamline your workflow. Download now."
"Lean-MBA (Management Business Architecture) Guide",https://flevy.com/browse/marketplace/lean-mba-management-business-architecture-guide-1000,"Operational Excellence",PDF,173,"OpEx Academy NZ","This Lean guide is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"33 High Performance Materials & Procurement KPIs",https://flevy.com/browse/marketplace/33-high-performance-materials-and-procurement-kpis-1586,"Operational Excellence",PowerPoint,34,SlideKraft,"Materials & Procurement KPIs PPT: Download 33 key performance indicators with formulas, measurement units, and trends to optimize procurement and materials management."
"Lean Culture Survey Checklist",https://flevy.com/browse/marketplace/lean-culture-survey-checklist-1085,"Operational Excellence",Word,5,"OpEx Academy NZ","This checklist is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"SOC 2 Type 2 - Implementation Toolkit",https://flevy.com/browse/marketplace/soc-2-type-2-implementation-toolkit-9042,"Operational Excellence",Excel,,"Gerard Blokdijk","Download the SOC 2 Type 2 Implementation Toolkit Excel template to streamline compliance with controls lists, checklists, and project plans. Get started today."
"Balanced Scorecard &#40;BSC&#41; Rapid Prototyping Toolkit",https://flevy.com/browse/marketplace/balanced-scorecard-bsc-rapid-prototyping-toolkit-3243,"Operational Excellence",PowerPoint,10,"Gary Cokins","These tools are developed a former consultant at Deloitte, KPMG, HP, and SAS, who is an internationally recognized EPM/CPM expert, speaker, and Wiley & Sons published author with almost 50 years of experience."
"Operational Excellence 360 Assessment",https://flevy.com/browse/marketplace/operational-excellence-360-assessment-8356,"Operational Excellence",PowerPoint,41,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this is an Operational Excellence 360 Assessment Questionnaire & Scoring System."
"Reliability Centered Maintenance &#40;RCM&#41;",https://flevy.com/browse/marketplace/reliability-centered-maintenance-rcm-7553,"Operational Excellence",PowerPoint,235,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Reliability Centered Maintenance Initiatives."
"Lean Healthcare Toolkit",https://flevy.com/browse/marketplace/lean-healthcare-toolkit-7131,"Operational Excellence",PowerPoint,229,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Lean Management Initiatives."
"M&A Integration Strategy",https://flevy.com/browse/marketplace/manda-integration-strategy-8856,"Operational Excellence",PowerPoint,363,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing M&A Initiatives."
"Chief Operating Officer &#40;COO&#41; Self-Assessment Toolkit",https://flevy.com/browse/marketplace/chief-operating-officer-coo-self-assessment-toolkit-9057,"Operational Excellence",PowerPoint,794,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Initiatives."
"Maintenance, Repair and Operations &#40;MRO&#41;",https://flevy.com/browse/marketplace/maintenance-repair-and-operations-mro-7557,"Operational Excellence",PowerPoint,201,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Maintenance, Repair and Operations Initiatives."
"Supply Chain and Logistics SOPs",https://flevy.com/browse/marketplace/supply-chain-and-logistics-sops-8930,"Operational Excellence",PowerPoint,904,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Supply Chain Management Initiatives."
